"","av","Time","SharePerHour"
"8032","Paid work",703,25.91
"8033","Personal care",703,8.93
"8034","Religion and volunteering",703,0.84
"8035","School / Study",703,9.87
"8036","Social leisure",703,8.83
"8037","Sport exercise",703,4.04
"8038","TV/radio",703,8.01
"8039","Cultural leisure",704,3.6
"8040","Domestic work",704,14.58
"8041","Eat drink",704,5.58
"8042","Miscellaneous",704,3.62
"8043","Nonsocial leisure",704,6.25
"8044","Paid work",704,25.91
"8045","Personal care",704,8.95
"8046","Religion and volunteering",704,0.84
"8047","School / Study",704,9.87
"8048","Social leisure",704,8.78
"8049","Sport exercise",704,4.04
"8050","TV/radio",704,7.98
"8051","Cultural leisure",705,3.6
"8052","Domestic work",705,14.58
"8053","Eat drink",705,5.58
"8054","Miscellaneous",705,3.62
"8055","Nonsocial leisure",705,6.25
"8056","Paid work",705,25.91
"8057","Personal care",705,8.95
"8058","Religion and volunteering",705,0.84
"8059","School / Study",705,9.87
"8060","Social leisure",705,8.78
"8061","Sport exercise",705,4.04
"8062","TV/radio",705,7.98
"8063","Cultural leisure",706,3.55
"8064","Domestic work",706,14.95
"8065","Eat drink",706,5.7
"8066","Miscellaneous",706,3.57
"8067","Nonsocial leisure",706,6.2
"8068","Paid work",706,25.76
"8069","Personal care",706,8.48
"8070","Religion and volunteering",706,0.74
"8071","School / Study",706,9.84
"8072","Social leisure",706,9.17
"8073","Sport exercise",706,4.09
"8074","TV/radio",706,7.93
"8075","Cultural leisure",707,3.55
"8076","Domestic work",707,15
"8077","Eat drink",707,5.7
"8078","Miscellaneous",707,3.6
"8079","Nonsocial leisure",707,6.17
"8080","Paid work",707,25.76
"8081","Personal care",707,8.48
"8082","Religion and volunteering",707,0.74
"8083","School / Study",707,9.84
"8084","Social leisure",707,9.15
"8085","Sport exercise",707,4.09
"8086","TV/radio",707,7.91
"8087","Cultural leisure",708,3.55
"8088","Domestic work",708,15.03
"8089","Eat drink",708,5.7
"8090","Miscellaneous",708,3.6
"8091","Nonsocial leisure",708,6.15
"8092","Paid work",708,25.76
"8093","Personal care",708,8.48
"8094","Religion and volunteering",708,0.74
"8095","School / Study",708,9.84
"8096","Social leisure",708,9.12
"8097","Sport exercise",708,4.09
"8098","TV/radio",708,7.93
"8099","Cultural leisure",709,3.57
"8100","Domestic work",709,15.03
"8101","Eat drink",709,5.7
"8102","Miscellaneous",709,3.6
"8103","Nonsocial leisure",709,6.17
"8104","Paid work",709,25.76
"8105","Personal care",709,8.43
"8106","Religion and volunteering",709,0.74
"8107","School / Study",709,9.84
"8108","Social leisure",709,9.12
"8109","Sport exercise",709,4.09
"8110","TV/radio",709,7.93
"8111","Cultural leisure",710,3.57
"8112","Domestic work",710,15
"8113","Eat drink",710,5.7
"8114","Miscellaneous",710,3.62
"8115","Nonsocial leisure",710,6.17
"8116","Paid work",710,25.76
"8117","Personal care",710,8.43
"8118","Religion and volunteering",710,0.74
"8119","School / Study",710,9.84
"8120","Social leisure",710,9.12
"8121","Sport exercise",710,4.09
"8122","TV/radio",710,7.93
"8123","Cultural leisure",711,3.57
"8124","Domestic work",711,15.2
"8125","Eat drink",711,6.05
"8126","Miscellaneous",711,3.55
"8127","Nonsocial leisure",711,6
"8128","Paid work",711,25.66
"8129","Personal care",711,8.31
"8130","Religion and volunteering",711,0.74
"8131","School / Study",711,9.7
"8132","Social leisure",711,9.3
"8133","Sport exercise",711,4.07
"8134","TV/radio",711,7.86
"8135","Cultural leisure",712,3.57
"8136","Domestic work",712,15.2
"8137","Eat drink",712,6.03
"8138","Miscellaneous",712,3.57
"8139","Nonsocial leisure",712,5.98
"8140","Paid work",712,25.66
"8141","Personal care",712,8.26
"8142","Religion and volunteering",712,0.74
"8143","School / Study",712,9.72
"8144","Social leisure",712,9.32
"8145","Sport exercise",712,4.07
"8146","TV/radio",712,7.88
"8147","Cultural leisure",713,3.55
"8148","Domestic work",713,15.22
"8149","Eat drink",713,6
"8150","Miscellaneous",713,3.62
"8151","Nonsocial leisure",713,5.98
"8152","Paid work",713,25.66
"8153","Personal care",713,8.23
"8154","Religion and volunteering",713,0.74
"8155","School / Study",713,9.72
"8156","Social leisure",713,9.32
"8157","Sport exercise",713,4.04
"8158","TV/radio",713,7.91
"8159","Cultural leisure",714,3.55
"8160","Domestic work",714,15.22
"8161","Eat drink",714,6
"8162","Miscellaneous",714,3.64
"8163","Nonsocial leisure",714,5.98
"8164","Paid work",714,25.64
"8165","Personal care",714,8.21
"8166","Religion and volunteering",714,0.74
"8167","School / Study",714,9.72
"8168","Social leisure",714,9.32
"8169","Sport exercise",714,4.04
"8170","TV/radio",714,7.93
"8171","Cultural leisure",715,3.55
"8172","Domestic work",715,15.2
"8173","Eat drink",715,6
"8174","Miscellaneous",715,3.67
"8175","Nonsocial leisure",715,5.98
"8176","Paid work",715,25.64
"8177","Personal care",715,8.21
"8178","Religion and volunteering",715,0.74
"8179","School / Study",715,9.72
"8180","Social leisure",715,9.32
"8181","Sport exercise",715,4.04
"8182","TV/radio",715,7.93
"8183","Cultural leisure",716,3.45
"8184","Domestic work",716,15.2
"8185","Eat drink",716,6.22
"8186","Miscellaneous",716,3.77
"8187","Nonsocial leisure",716,5.93
"8188","Paid work",716,25.71
"8189","Personal care",716,8.01
"8190","Religion and volunteering",716,0.72
"8191","School / Study",716,9.57
"8192","Social leisure",716,9.42
"8193","Sport exercise",716,3.99
"8194","TV/radio",716,8.01
"8195","Cultural leisure",717,3.5
"8196","Domestic work",717,15.2
"8197","Eat drink",717,6.2
"8198","Miscellaneous",717,3.77
"8199","Nonsocial leisure",717,5.93
"8200","Paid work",717,25.71
"8201","Personal care",717,8.03
"8202","Religion and volunteering",717,0.72
"8203","School / Study",717,9.57
"8204","Social leisure",717,9.4
"8205","Sport exercise",717,3.99
"8206","TV/radio",717,7.98
"8207","Cultural leisure",718,3.5
"8208","Domestic work",718,15.2
"8209","Eat drink",718,6.2
"8210","Miscellaneous",718,3.77
"8211","Nonsocial leisure",718,5.93
"8212","Paid work",718,25.74
"8213","Personal care",718,8.03
"8214","Religion and volunteering",718,0.72
"8215","School / Study",718,9.52
"8216","Social leisure",718,9.42
"8217","Sport exercise",718,3.99
"8218","TV/radio",718,7.98
"8219","Cultural leisure",719,3.5
"8220","Domestic work",719,15.17
"8221","Eat drink",719,6.2
"8222","Miscellaneous",719,3.79
"8223","Nonsocial leisure",719,5.93
"8224","Paid work",719,25.74
"8225","Personal care",719,8.08
"8226","Religion and volunteering",719,0.72
"8227","School / Study",719,9.52
"8228","Social leisure",719,9.42
"8229","Sport exercise",719,3.94
"8230","TV/radio",719,7.98
"8231","Cultural leisure",720,3.5
"8232","Domestic work",720,15.17
"8233","Eat drink",720,6.2
"8234","Miscellaneous",720,3.77
"8235","Nonsocial leisure",720,5.95
"8236","Paid work",720,25.74
"8237","Personal care",720,8.06
"8238","Religion and volunteering",720,0.72
"8239","School / Study",720,9.55
"8240","Social leisure",720,9.42
"8241","Sport exercise",720,3.94
"8242","TV/radio",720,7.98
"8243","Cultural leisure",721,2.85
"8244","Domestic work",721,14.36
"8245","Eat drink",721,9.55
"8246","Miscellaneous",721,3.72
"8247","Nonsocial leisure",721,5.73
"8248","Paid work",721,25.22
"8249","Personal care",721,7.31
"8250","Religion and volunteering",721,0.64
"8251","School / Study",721,9.1
"8252","Social leisure",721,10.46
"8253","Sport exercise",721,4.02
"8254","TV/radio",721,7.04
"8255","Cultural leisure",722,2.88
"8256","Domestic work",722,14.38
"8257","Eat drink",722,9.52
"8258","Miscellaneous",722,3.64
"8259","Nonsocial leisure",722,5.8
"8260","Paid work",722,25.24
"8261","Personal care",722,7.29
"8262","Religion and volunteering",722,0.67
"8263","School / Study",722,9.08
"8264","Social leisure",722,10.46
"8265","Sport exercise",722,4.02
"8266","TV/radio",722,7.02
"8267","Cultural leisure",723,2.85
"8268","Domestic work",723,14.41
"8269","Eat drink",723,9.55
"8270","Miscellaneous",723,3.67
"8271","Nonsocial leisure",723,5.78
"8272","Paid work",723,25.19
"8273","Personal care",723,7.29
"8274","Religion and volunteering",723,0.67
"8275","School / Study",723,9.08
"8276","Social leisure",723,10.49
"8277","Sport exercise",723,4.02
"8278","TV/radio",723,7.02
"8279","Cultural leisure",724,2.78
"8280","Domestic work",724,14.41
"8281","Eat drink",724,9.6
"8282","Miscellaneous",724,3.64
"8283","Nonsocial leisure",724,5.78
"8284","Paid work",724,25.19
"8285","Personal care",724,7.29
"8286","Religion and volunteering",724,0.67
"8287","School / Study",724,9.08
"8288","Social leisure",724,10.51
"8289","Sport exercise",724,4.02
"8290","TV/radio",724,7.04
"8291","Cultural leisure",725,2.78
"8292","Domestic work",725,14.33
"8293","Eat drink",725,9.6
"8294","Miscellaneous",725,3.64
"8295","Nonsocial leisure",725,5.83
"8296","Paid work",725,25.19
"8297","Personal care",725,7.29
"8298","Religion and volunteering",725,0.67
"8299","School / Study",725,9.08
"8300","Social leisure",725,10.54
"8301","Sport exercise",725,4.02
"8302","TV/radio",725,7.04
"8303","Cultural leisure",726,2.75
"8304","Domestic work",726,14.11
"8305","Eat drink",726,10.31
"8306","Miscellaneous",726,3.6
"8307","Nonsocial leisure",726,5.8
"8308","Paid work",726,24.92
"8309","Personal care",726,7.02
"8310","Religion and volunteering",726,0.55
"8311","School / Study",726,8.88
"8312","Social leisure",726,10.81
"8313","Sport exercise",726,4.17
"8314","TV/radio",726,7.09
"8315","Cultural leisure",727,2.78
"8316","Domestic work",727,14.06
"8317","Eat drink",727,10.29
"8318","Miscellaneous",727,3.55
"8319","Nonsocial leisure",727,5.83
"8320","Paid work",727,24.92
"8321","Personal care",727,7.02
"8322","Religion and volunteering",727,0.55
"8323","School / Study",727,8.88
"8324","Social leisure",727,10.84
"8325","Sport exercise",727,4.17
"8326","TV/radio",727,7.14
"8327","Cultural leisure",728,2.78
"8328","Domestic work",728,14.03
"8329","Eat drink",728,10.29
"8330","Miscellaneous",728,3.62
"8331","Nonsocial leisure",728,5.8
"8332","Paid work",728,24.89
"8333","Personal care",728,7.02
"8334","Religion and volunteering",728,0.55
"8335","School / Study",728,8.85
"8336","Social leisure",728,10.84
"8337","Sport exercise",728,4.19
"8338","TV/radio",728,7.14
"8339","Cultural leisure",729,2.78
"8340","Domestic work",729,14.03
"8341","Eat drink",729,10.36
"8342","Miscellaneous",729,3.62
"8343","Nonsocial leisure",729,5.8
"8344","Paid work",729,24.89
"8345","Personal care",729,7.04
"8346","Religion and volunteering",729,0.55
"8347","School / Study",729,8.85
"8348","Social leisure",729,10.84
"8349","Sport exercise",729,4.19
"8350","TV/radio",729,7.04
"8351","Cultural leisure",730,2.78
"8352","Domestic work",730,14.03
"8353","Eat drink",730,10.36
"8354","Miscellaneous",730,3.62
"8355","Nonsocial leisure",730,5.8
"8356","Paid work",730,24.89
"8357","Personal care",730,7.04
"8358","Religion and volunteering",730,0.55
"8359","School / Study",730,8.85
"8360","Social leisure",730,10.84
"8361","Sport exercise",730,4.19
"8362","TV/radio",730,7.04
"8363","Cultural leisure",731,2.83
"8364","Domestic work",731,13.79
"8365","Eat drink",731,11.23
"8366","Miscellaneous",731,3.52
"8367","Nonsocial leisure",731,5.93
"8368","Paid work",731,24.87
"8369","Personal care",731,6.65
"8370","Religion and volunteering",731,0.52
"8371","School / Study",731,8.58
"8372","Social leisure",731,10.98
"8373","Sport exercise",731,4.02
"8374","TV/radio",731,7.09
"8375","Cultural leisure",732,2.8
"8376","Domestic work",732,13.84
"8377","Eat drink",732,11.28
"8378","Miscellaneous",732,3.5
"8379","Nonsocial leisure",732,5.9
"8380","Paid work",732,24.85
"8381","Personal care",732,6.65
"8382","Religion and volunteering",732,0.52
"8383","School / Study",732,8.6
"8384","Social leisure",732,10.98
"8385","Sport exercise",732,4.02
"8386","TV/radio",732,7.07
"8387","Cultural leisure",733,2.78
"8388","Domestic work",733,13.81
"8389","Eat drink",733,11.31
"8390","Miscellaneous",733,3.47
"8391","Nonsocial leisure",733,5.93
"8392","Paid work",733,24.85
"8393","Personal care",733,6.67
"8394","Religion and volunteering",733,0.52
"8395","School / Study",733,8.6
"8396","Social leisure",733,10.98
"8397","Sport exercise",733,4.02
"8398","TV/radio",733,7.07
"8399","Cultural leisure",734,2.75
"8400","Domestic work",734,13.81
"8401","Eat drink",734,11.33
"8402","Miscellaneous",734,3.47
"8403","Nonsocial leisure",734,5.95
"8404","Paid work",734,24.85
"8405","Personal care",734,6.65
"8406","Religion and volunteering",734,0.52
"8407","School / Study",734,8.6
"8408","Social leisure",734,11.01
"8409","Sport exercise",734,4.02
"8410","TV/radio",734,7.04
"8411","Cultural leisure",735,2.75
"8412","Domestic work",735,13.81
"8413","Eat drink",735,11.38
"8414","Miscellaneous",735,3.47
"8415","Nonsocial leisure",735,5.95
"8416","Paid work",735,24.85
"8417","Personal care",735,6.62
"8418","Religion and volunteering",735,0.52
"8419","School / Study",735,8.6
"8420","Social leisure",735,10.98
"8421","Sport exercise",735,4.02
"8422","TV/radio",735,7.04
"8423","Cultural leisure",736,2.73
"8424","Domestic work",736,13.69
"8425","Eat drink",736,12.7
"8426","Miscellaneous",736,3.5
"8427","Nonsocial leisure",736,6.1
"8428","Paid work",736,24.45
"8429","Personal care",736,6.1
"8430","Religion and volunteering",736,0.5
"8431","School / Study",736,8.33
"8432","Social leisure",736,11.08
"8433","Sport exercise",736,3.89
"8434","TV/radio",736,6.94
"8435","Cultural leisure",737,2.75
"8436","Domestic work",737,13.71
"8437","Eat drink",737,12.7
"8438","Miscellaneous",737,3.4
"8439","Nonsocial leisure",737,6.12
"8440","Paid work",737,24.45
"8441","Personal care",737,6.1
"8442","Religion and volunteering",737,0.5
"8443","School / Study",737,8.33
"8444","Social leisure",737,11.13
"8445","Sport exercise",737,3.89
"8446","TV/radio",737,6.92
"8447","Cultural leisure",738,2.73
"8448","Domestic work",738,13.79
"8449","Eat drink",738,12.67
"8450","Miscellaneous",738,3.4
"8451","Nonsocial leisure",738,6.1
"8452","Paid work",738,24.42
"8453","Personal care",738,6.1
"8454","Religion and volunteering",738,0.5
"8455","School / Study",738,8.33
"8456","Social leisure",738,11.16
"8457","Sport exercise",738,3.89
"8458","TV/radio",738,6.92
"8459","Cultural leisure",739,2.7
"8460","Domestic work",739,13.81
"8461","Eat drink",739,12.7
"8462","Miscellaneous",739,3.4
"8463","Nonsocial leisure",739,6.05
"8464","Paid work",739,24.42
"8465","Personal care",739,6.1
"8466","Religion and volunteering",739,0.5
"8467","School / Study",739,8.31
"8468","Social leisure",739,11.18
"8469","Sport exercise",739,3.89
"8470","TV/radio",739,6.94
"8471","Cultural leisure",740,2.7
"8472","Domestic work",740,13.81
"8473","Eat drink",740,12.7
"8474","Miscellaneous",740,3.4
"8475","Nonsocial leisure",740,6.05
"8476","Paid work",740,24.42
"8477","Personal care",740,6.1
"8478","Religion and volunteering",740,0.5
"8479","School / Study",740,8.31
"8480","Social leisure",740,11.18
"8481","Sport exercise",740,3.89
"8482","TV/radio",740,6.94
"8483","Cultural leisure",741,2.65
"8484","Domestic work",741,13.81
"8485","Eat drink",741,12.5
"8486","Miscellaneous",741,3.45
"8487","Nonsocial leisure",741,6.17
"8488","Paid work",741,24.42
"8489","Personal care",741,6.03
"8490","Religion and volunteering",741,0.5
"8491","School / Study",741,8.11
"8492","Social leisure",741,11.31
"8493","Sport exercise",741,4.02
"8494","TV/radio",741,7.04
"8495","Cultural leisure",742,2.63
"8496","Domestic work",742,13.79
"8497","Eat drink",742,12.5
"8498","Miscellaneous",742,3.45
"8499","Nonsocial leisure",742,6.17
"8500","Paid work",742,24.42
"8501","Personal care",742,6.03
"8502","Religion and volunteering",742,0.5
"8503","School / Study",742,8.11
"8504","Social leisure",742,11.33
"8505","Sport exercise",742,4.04
"8506","TV/radio",742,7.04
"8507","Cultural leisure",743,2.63
"8508","Domestic work",743,13.76
"8509","Eat drink",743,12.52
"8510","Miscellaneous",743,3.5
"8511","Nonsocial leisure",743,6.15
"8512","Paid work",743,24.42
"8513","Personal care",743,6.03
"8514","Religion and volunteering",743,0.5
"8515","School / Study",743,8.08
"8516","Social leisure",743,11.31
"8517","Sport exercise",743,4.04
"8518","TV/radio",743,7.07
"8519","Cultural leisure",744,2.63
"8520","Domestic work",744,13.79
"8521","Eat drink",744,12.5
"8522","Miscellaneous",744,3.47
"8523","Nonsocial leisure",744,6.15
"8524","Paid work",744,24.42
"8525","Personal care",744,6
"8526","Religion and volunteering",744,0.5
"8527","School / Study",744,8.08
"8528","Social leisure",744,11.33
"8529","Sport exercise",744,4.04
"8530","TV/radio",744,7.09
"8531","Cultural leisure",745,2.63
"8532","Domestic work",745,13.76
"8533","Eat drink",745,12.52
"8534","Miscellaneous",745,3.47
"8535","Nonsocial leisure",745,6.15
"8536","Paid work",745,24.42
"8537","Personal care",745,6
"8538","Religion and volunteering",745,0.5
"8539","School / Study",745,8.08
"8540","Social leisure",745,11.33
"8541","Sport exercise",745,4.04
"8542","TV/radio",745,7.09
"8543","Cultural leisure",746,2.58
"8544","Domestic work",746,13.91
"8545","Eat drink",746,12.92
"8546","Miscellaneous",746,3.55
"8547","Nonsocial leisure",746,6.3
"8548","Paid work",746,24.25
"8549","Personal care",746,6
"8550","Religion and volunteering",746,0.5
"8551","School / Study",746,7.93
"8552","Social leisure",746,11.08
"8553","Sport exercise",746,3.99
"8554","TV/radio",746,6.99
"8555","Cultural leisure",747,2.58
"8556","Domestic work",747,13.84
"8557","Eat drink",747,12.97
"8558","Miscellaneous",747,3.52
"8559","Nonsocial leisure",747,6.25
"8560","Paid work",747,24.25
"8561","Personal care",747,6
"8562","Religion and volunteering",747,0.5
"8563","School / Study",747,7.93
"8564","Social leisure",747,11.16
"8565","Sport exercise",747,3.99
